-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.2064868757402;35.5021748540229;1212.33088789587;-3.11426365720014;-0.00521874399858121;0.507304902625187;C:\DataAruco\aruco_20210319110232AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.5357950515907;35.4737580825687;1219.24845495546;3.08483866487294;0.00510936035178321;-0.5030911069955;C:\DataAruco\aruco_20210319110233AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.4621585404988;35.4792033570415;1215.39054038447;-3.11224996503948;-0.00982310890592846;0.509346193015177;C:\DataAruco\aruco_20210319110234AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.5828517170031;35.6648771192798;1222.51681900476;3.06868633249159;0.0043211329016484;-0.502491361700022;C:\DataAruco\aruco_20210319110235AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.2458596836151;35.4771020364111;1215.40549380578;-3.11463583315532;-0.00964720056190086;0.509876916055642;C:\DataAruco\aruco_20210319110236AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.3378615139512;35.4828300677641;1215.21792015532;-3.10769424290163;-0.00798522995359579;0.497333316860963;C:\DataAruco\aruco_20210319110237AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.1743162262929;35.4325112108392;1218.61001730052;-3.13605054523729;-0.00231857609815071;0.503956424389038;C:\DataAruco\aruco_20210319110238AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.0802509816598;35.246064835136;1211.72928336196;-3.11997928333762;-0.00688623252846542;0.524033005251993;C:\DataAruco\aruco_20210319110239AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-58.1331793472247;35.2408518389418;1215.48565123735;3.07910471657035;0.00269401859455349;-0.492150163162857;C:\DataAruco\aruco_20210319110240AM.jpg
-403.02;-367.219;363.443;-179.185;5.41812;173.461;;-57.9421945766626;35.2619343144619;1208.69690798084;-3.12581655084213;-0.00412525741688952;0.534130366160857;C:\DataAruco\aruco_20210319110242AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.6440857791664;-73.3533943401847;1218.02835121079;-3.06927188750414;-0.0262839124080173;0.457667281749348;C:\DataAruco\aruco_20210319110329AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.8942031794798;-73.358453896522;1218.3974409356;-3.05291624472806;-0.0229966501014627;0.478709649521919;C:\DataAruco\aruco_20210319110330AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.4908458514045;-72.929372505963;1211.46805568923;-3.04175374926586;-0.0301773404416669;0.488482004589838;C:\DataAruco\aruco_20210319110331AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.4908458514045;-72.929372505963;1211.46805568923;-3.04175374926586;-0.0301773404416669;0.488482004589838;C:\DataAruco\aruco_20210319110332AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.6076385440834;-72.9224636670254;1211.48191198665;-3.03409382884211;-0.0285311897217128;0.499020189569846;C:\DataAruco\aruco_20210319110333AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.6052305367084;-72.9346854298875;1211.42874517245;-3.04590832038429;-0.032564858939004;0.500868547216012;C:\DataAruco\aruco_20210319110335AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.7708047818494;-73.3580615750026;1218.25058896493;-3.06102503870032;-0.0246396504406586;0.468155560807705;C:\DataAruco\aruco_20210319110336AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.7241748639018;-72.931233499468;1211.50014309638;-3.03827494690541;-0.0308981229427772;0.510952750373584;C:\DataAruco\aruco_20210319110337AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-53.7708047818494;-73.3580615750026;1218.25058896493;-3.06102503870032;-0.0246396504406586;0.468155560807705;C:\DataAruco\aruco_20210319110338AM.jpg
-373.981;-367.22;363.443;-179.185;5.41828;173.461;;-52.9856058214617;-72.985088566085;1214.73204473893;3.15964747752779;-0.00937236854444045;0.640201576868941;C:\DataAruco\aruco_20210319110339AM.jpg
